line;field;message
1807;kunden_id;not an integer
1807;punkte;must be 1-5
1808;kunden_id;not an integer
1808;punkte;must be 1-5
1809;kunden_id;not an integer
1809;punkte;must be 1-5
1810;kunden_id;not an integer
1810;punkte;must be 1-5
1811;kunden_id;not an integer
1811;punkte;must be 1-5
1812;kunden_id;not an integer
1813;kunden_id;not an integer
1813;punkte;must be 1-5
1814;kunden_id;not an integer
1815;kunden_id;not an integer
1816;kunden_id;not an integer
1817;kunden_id;not an integer
1817;punkte;must be 1-5
1818;kunden_id;not an integer
1818;punkte;must be 1-5
1819;kunden_id;not an integer
1819;punkte;must be 1-5
1820;kunden_id;not an integer
1820;punkte;must be 1-5
1821;kunden_id;not an integer
1821;punkte;must be 1-5
1822;kunden_id;not an integer
1823;kunden_id;not an integer
1823;punkte;must be 1-5
1824;kunden_id;not an integer
1824;punkte;must be 1-5
1825;kunden_id;not an integer
1825;punkte;must be 1-5
1826;kunden_id;not an integer
1826;punkte;must be 1-5
1827;kunden_id;not an integer
1827;punkte;must be 1-5
1828;kunden_id;not an integer
1828;punkte;must be 1-5
1829;kunden_id;not an integer
1829;punkte;must be 1-5
1830;kunden_id;not an integer
1831;kunden_id;not an integer
1831;punkte;must be 1-5
1832;kunden_id;not an integer
1833;kunden_id;not an integer
1834;kunden_id;not an integer
1834;punkte;must be 1-5
1835;kunden_id;not an integer
1836;kunden_id;not an integer
1837;kunden_id;not an integer
1837;punkte;must be 1-5
1838;kunden_id;not an integer
1838;punkte;must be 1-5
1839;kunden_id;not an integer
1839;punkte;must be 1-5
1840;kunden_id;not an integer
1840;punkte;must be 1-5
1841;kunden_id;not an integer
1841;punkte;must be 1-5
1842;kunden_id;not an integer
1843;kunden_id;not an integer
1844;kunden_id;not an integer
1844;punkte;must be 1-5
1845;kunden_id;not an integer
1846;kunden_id;not an integer
1846;punkte;must be 1-5
1847;kunden_id;not an integer
1848;kunden_id;not an integer
1849;kunden_id;not an integer
1849;punkte;must be 1-5
1850;kunden_id;not an integer
1850;punkte;must be 1-5
1851;kunden_id;not an integer
1852;kunden_id;not an integer
1853;kunden_id;not an integer
1853;punkte;must be 1-5
1854;kunden_id;not an integer
1855;kunden_id;not an integer
1856;kunden_id;not an integer
1857;kunden_id;not an integer
1857;punkte;must be 1-5
1858;kunden_id;not an integer
1858;punkte;must be 1-5
1859;kunden_id;not an integer
1859;punkte;must be 1-5
1860;kunden_id;not an integer
1860;punkte;must be 1-5
1861;kunden_id;not an integer
1861;punkte;must be 1-5
1862;kunden_id;not an integer
1862;punkte;must be 1-5
1863;kunden_id;not an integer
1864;kunden_id;not an integer
1864;punkte;must be 1-5
1865;kunden_id;not an integer
1865;punkte;must be 1-5
1866;kunden_id;not an integer
1866;punkte;must be 1-5
1867;kunden_id;not an integer
1867;punkte;must be 1-5
1868;kunden_id;not an integer
1868;punkte;must be 1-5
1869;kunden_id;not an integer
1869;punkte;must be 1-5
1870;kunden_id;not an integer
1871;kunden_id;not an integer
1871;punkte;must be 1-5
1872;kunden_id;not an integer
1872;punkte;must be 1-5
1873;kunden_id;not an integer
1874;kunden_id;not an integer
1874;punkte;must be 1-5
1875;kunden_id;not an integer
1875;punkte;must be 1-5
1876;kunden_id;not an integer
1877;kunden_id;not an integer
1878;kunden_id;not an integer
1878;punkte;must be 1-5
1879;kunden_id;not an integer
1879;punkte;must be 1-5
1880;kunden_id;not an integer
1880;punkte;must be 1-5
1881;kunden_id;not an integer
1881;punkte;must be 1-5
1882;kunden_id;not an integer
1883;kunden_id;not an integer
1883;punkte;must be 1-5
1884;kunden_id;not an integer
1885;kunden_id;not an integer
1885;punkte;must be 1-5
1886;kunden_id;not an integer
1887;kunden_id;not an integer
1887;punkte;must be 1-5
1888;kunden_id;not an integer
1889;kunden_id;not an integer
1889;punkte;must be 1-5
1890;kunden_id;not an integer
1890;punkte;must be 1-5
1891;kunden_id;not an integer
1891;punkte;must be 1-5
1892;kunden_id;not an integer
1893;kunden_id;not an integer
1893;punkte;must be 1-5
1894;kunden_id;not an integer
1895;kunden_id;not an integer
1896;kunden_id;not an integer
1896;punkte;must be 1-5
1897;kunden_id;not an integer
1897;punkte;must be 1-5
1898;kunden_id;not an integer
1898;punkte;must be 1-5
1899;kunden_id;not an integer
1900;kunden_id;not an integer
1900;punkte;must be 1-5
1901;kunden_id;not an integer
1902;kunden_id;not an integer
1902;punkte;must be 1-5
1903;kunden_id;not an integer
1903;punkte;must be 1-5
1904;kunden_id;not an integer
1905;kunden_id;not an integer
1905;punkte;must be 1-5
1906;kunden_id;not an integer
1906;punkte;must be 1-5
1907;kunden_id;not an integer
1907;punkte;must be 1-5
1908;kunden_id;not an integer
1909;kunden_id;not an integer
1910;kunden_id;not an integer
1910;punkte;must be 1-5
1911;kunden_id;not an integer
1911;punkte;must be 1-5
1912;kunden_id;not an integer
1913;kunden_id;not an integer
1913;punkte;must be 1-5
1914;kunden_id;not an integer
1914;punkte;must be 1-5
1915;kunden_id;not an integer
1915;punkte;must be 1-5
1916;kunden_id;not an integer
1916;punkte;must be 1-5
1917;kunden_id;not an integer
1918;kunden_id;not an integer
1919;kunden_id;not an integer
1920;kunden_id;not an integer
1921;kunden_id;not an integer
1921;punkte;must be 1-5
1922;kunden_id;not an integer
1923;kunden_id;not an integer
1923;punkte;must be 1-5
1924;kunden_id;not an integer
1925;kunden_id;not an integer
1925;punkte;must be 1-5
1926;kunden_id;not an integer
1926;punkte;must be 1-5
1927;kunden_id;not an integer
1928;kunden_id;not an integer
1928;punkte;must be 1-5
1929;kunden_id;not an integer
1929;punkte;must be 1-5
1930;kunden_id;not an integer
1930;punkte;must be 1-5
1931;kunden_id;not an integer
1931;punkte;must be 1-5
1932;kunden_id;not an integer
1933;kunden_id;not an integer
1934;kunden_id;not an integer
1934;punkte;must be 1-5
1935;kunden_id;not an integer
1936;kunden_id;not an integer
1936;punkte;must be 1-5
1937;kunden_id;not an integer
1938;kunden_id;not an integer
1939;kunden_id;not an integer
1939;punkte;must be 1-5
1940;kunden_id;not an integer
1940;punkte;must be 1-5
1941;kunden_id;not an integer
1941;punkte;must be 1-5
1942;kunden_id;not an integer
1942;punkte;must be 1-5
1943;kunden_id;not an integer
1943;punkte;must be 1-5
1944;kunden_id;not an integer
1944;punkte;must be 1-5
1945;kunden_id;not an integer
1945;punkte;must be 1-5
1946;kunden_id;not an integer
1947;kunden_id;not an integer
1948;kunden_id;not an integer
1949;kunden_id;not an integer
1949;punkte;must be 1-5
1950;kunden_id;not an integer
1950;punkte;must be 1-5
1951;kunden_id;not an integer
1951;punkte;must be 1-5
1952;kunden_id;not an integer
1952;punkte;must be 1-5
1953;kunden_id;not an integer
1953;punkte;must be 1-5
1954;kunden_id;not an integer
1955;kunden_id;not an integer
1956;kunden_id;not an integer
1957;kunden_id;not an integer
1958;kunden_id;not an integer
1959;kunden_id;not an integer
1959;punkte;must be 1-5
1960;kunden_id;not an integer
1961;kunden_id;not an integer
1961;punkte;must be 1-5
1962;kunden_id;not an integer
1962;punkte;must be 1-5
1963;kunden_id;not an integer
1963;punkte;must be 1-5
1964;kunden_id;not an integer
1965;kunden_id;not an integer
1966;kunden_id;not an integer
1966;punkte;must be 1-5
1967;kunden_id;not an integer
1967;punkte;must be 1-5
1968;kunden_id;not an integer
1968;punkte;must be 1-5
1969;kunden_id;not an integer
1970;kunden_id;not an integer
1970;punkte;must be 1-5
1971;kunden_id;not an integer
1972;kunden_id;not an integer
1972;punkte;must be 1-5
1973;kunden_id;not an integer
1974;kunden_id;not an integer
1975;kunden_id;not an integer
1976;kunden_id;not an integer
1977;kunden_id;not an integer
1978;kunden_id;not an integer
1979;kunden_id;not an integer
1979;punkte;must be 1-5
1980;kunden_id;not an integer
1980;punkte;must be 1-5
1981;kunden_id;not an integer
1981;punkte;must be 1-5
1982;kunden_id;not an integer
1982;punkte;must be 1-5
1983;kunden_id;not an integer
1984;kunden_id;not an integer
1984;punkte;must be 1-5
1985;kunden_id;not an integer
1986;kunden_id;not an integer
1987;kunden_id;not an integer
1987;punkte;must be 1-5
1988;kunden_id;not an integer
1988;punkte;must be 1-5
1989;kunden_id;not an integer
1989;punkte;must be 1-5
1990;kunden_id;not an integer
1990;punkte;must be 1-5
1991;kunden_id;not an integer
1991;punkte;must be 1-5
1992;kunden_id;not an integer
1992;punkte;must be 1-5
1993;kunden_id;not an integer
1994;kunden_id;not an integer
1994;punkte;must be 1-5
1995;kunden_id;not an integer
1995;punkte;must be 1-5
1996;kunden_id;not an integer
1997;kunden_id;not an integer
1997;punkte;must be 1-5
1998;kunden_id;not an integer
1998;punkte;must be 1-5
1999;kunden_id;not an integer
1999;punkte;must be 1-5
2000;kunden_id;not an integer
2001;kunden_id;not an integer
2002;kunden_id;not an integer
2002;punkte;must be 1-5
2003;kunden_id;not an integer
2004;kunden_id;not an integer
2004;punkte;must be 1-5
2005;kunden_id;not an integer
2005;punkte;must be 1-5
2006;kunden_id;not an integer
2007;kunden_id;not an integer
2007;punkte;must be 1-5
2008;kunden_id;not an integer
2008;punkte;must be 1-5
2009;kunden_id;not an integer
2009;punkte;must be 1-5
2010;kunden_id;not an integer
2010;punkte;must be 1-5
2011;kunden_id;not an integer
2011;punkte;must be 1-5
2012;kunden_id;not an integer
2013;kunden_id;not an integer
2013;punkte;must be 1-5
2014;kunden_id;not an integer
2015;kunden_id;not an integer
2015;punkte;must be 1-5
2016;kunden_id;not an integer
2016;punkte;must be 1-5
2017;kunden_id;not an integer
2017;punkte;must be 1-5
2018;kunden_id;not an integer
2019;kunden_id;not an integer
2019;punkte;must be 1-5
2020;kunden_id;not an integer
2020;punkte;must be 1-5
2021;kunden_id;not an integer
2021;punkte;must be 1-5
2022;kunden_id;not an integer
2023;kunden_id;not an integer
2023;punkte;must be 1-5
2024;kunden_id;not an integer
2024;punkte;must be 1-5
2025;kunden_id;not an integer
2025;punkte;must be 1-5
2026;kunden_id;not an integer
2026;punkte;must be 1-5
2027;kunden_id;not an integer
2028;kunden_id;not an integer
2028;punkte;must be 1-5
2029;kunden_id;not an integer
2029;punkte;must be 1-5
2030;kunden_id;not an integer
2031;kunden_id;not an integer
2032;kunden_id;not an integer
2032;punkte;must be 1-5
2033;kunden_id;not an integer
2034;kunden_id;not an integer
2034;punkte;must be 1-5
2035;kunden_id;not an integer
2036;kunden_id;not an integer
2037;kunden_id;not an integer
2037;punkte;must be 1-5
2038;kunden_id;not an integer
2038;punkte;must be 1-5
2039;kunden_id;not an integer
2040;kunden_id;not an integer
2041;kunden_id;not an integer
2042;kunden_id;not an integer
2042;punkte;must be 1-5
2043;kunden_id;not an integer
2044;kunden_id;not an integer
2044;punkte;must be 1-5
2045;kunden_id;not an integer
2046;kunden_id;not an integer
2046;punkte;must be 1-5
2047;kunden_id;not an integer
2047;punkte;must be 1-5
2048;kunden_id;not an integer
2048;punkte;must be 1-5
2049;kunden_id;not an integer
2049;punkte;must be 1-5
2050;kunden_id;not an integer
2050;punkte;must be 1-5
2051;kunden_id;not an integer
2051;punkte;must be 1-5
2052;kunden_id;not an integer
2052;punkte;must be 1-5
2053;kunden_id;not an integer
2053;punkte;must be 1-5
2054;kunden_id;not an integer
2054;punkte;must be 1-5
2055;kunden_id;not an integer
2055;punkte;must be 1-5
2056;kunden_id;not an integer
2056;punkte;must be 1-5
2057;kunden_id;not an integer
2057;punkte;must be 1-5
2058;kunden_id;not an integer
2058;punkte;must be 1-5
2059;kunden_id;not an integer
2060;kunden_id;not an integer
2060;punkte;must be 1-5
2061;kunden_id;not an integer
2061;punkte;must be 1-5
2062;kunden_id;not an integer
2063;kunden_id;not an integer
2063;punkte;must be 1-5
2064;kunden_id;not an integer
2065;kunden_id;not an integer
2066;kunden_id;not an integer
2066;punkte;must be 1-5
2067;kunden_id;not an integer
2068;kunden_id;not an integer
2069;kunden_id;not an integer
2070;kunden_id;not an integer
2070;punkte;must be 1-5
2071;kunden_id;not an integer
2071;punkte;must be 1-5
2072;kunden_id;not an integer
2072;punkte;must be 1-5
2073;kunden_id;not an integer
2074;kunden_id;not an integer
2074;punkte;must be 1-5
2075;kunden_id;not an integer
2075;punkte;must be 1-5
2076;kunden_id;not an integer
2076;punkte;must be 1-5
2077;kunden_id;not an integer
2077;punkte;must be 1-5
2078;kunden_id;not an integer
2078;punkte;must be 1-5
2079;kunden_id;not an integer
2079;punkte;must be 1-5
2080;kunden_id;not an integer
2080;punkte;must be 1-5
2081;kunden_id;not an integer
2082;kunden_id;not an integer
2082;punkte;must be 1-5
2083;kunden_id;not an integer
2084;kunden_id;not an integer
2084;punkte;must be 1-5
2085;kunden_id;not an integer
2086;kunden_id;not an integer
2086;punkte;must be 1-5
2087;kunden_id;not an integer
2088;kunden_id;not an integer
2088;punkte;must be 1-5
2089;kunden_id;not an integer
2090;kunden_id;not an integer
2091;kunden_id;not an integer
2091;punkte;must be 1-5
2092;kunden_id;not an integer
2093;kunden_id;not an integer
2094;kunden_id;not an integer
2094;punkte;must be 1-5
2095;kunden_id;not an integer
2095;punkte;must be 1-5
2096;kunden_id;not an integer
2096;punkte;must be 1-5
2097;kunden_id;not an integer
2097;punkte;must be 1-5
2098;kunden_id;not an integer
2099;kunden_id;not an integer
2099;punkte;must be 1-5
2100;kunden_id;not an integer
2100;punkte;must be 1-5
2101;kunden_id;not an integer
2102;kunden_id;not an integer
2103;kunden_id;not an integer
2104;kunden_id;not an integer
2104;punkte;must be 1-5
2105;kunden_id;not an integer
2106;kunden_id;not an integer
2107;kunden_id;not an integer
2107;punkte;must be 1-5
2108;kunden_id;not an integer
2108;punkte;must be 1-5
2109;kunden_id;not an integer
2110;kunden_id;not an integer
2111;kunden_id;not an integer
2112;kunden_id;not an integer
2113;kunden_id;not an integer
2113;punkte;must be 1-5
2114;kunden_id;not an integer
2115;kunden_id;not an integer
2116;kunden_id;not an integer
2116;punkte;must be 1-5
2117;kunden_id;not an integer
2117;punkte;must be 1-5
2118;kunden_id;not an integer
2119;kunden_id;not an integer
2119;punkte;must be 1-5
2120;kunden_id;not an integer
2121;kunden_id;not an integer
2122;kunden_id;not an integer
2122;punkte;must be 1-5
2123;kunden_id;not an integer
2124;kunden_id;not an integer
2124;punkte;must be 1-5
2125;kunden_id;not an integer
2125;punkte;must be 1-5
2126;kunden_id;not an integer
2127;kunden_id;not an integer
2128;kunden_id;not an integer
2129;kunden_id;not an integer
2129;punkte;must be 1-5
2130;kunden_id;not an integer
2130;punkte;must be 1-5
2131;kunden_id;not an integer
2131;punkte;must be 1-5
2132;kunden_id;not an integer
2132;punkte;must be 1-5
2133;kunden_id;not an integer
2133;punkte;must be 1-5
2134;kunden_id;not an integer
2134;punkte;must be 1-5
2135;kunden_id;not an integer
2136;kunden_id;not an integer
2136;punkte;must be 1-5
2137;kunden_id;not an integer
2138;kunden_id;not an integer
2138;punkte;must be 1-5
2139;kunden_id;not an integer
2140;kunden_id;not an integer
2141;kunden_id;not an integer
2142;kunden_id;not an integer
2143;kunden_id;not an integer
2143;punkte;must be 1-5
2144;kunden_id;not an integer
2145;kunden_id;not an integer
2146;kunden_id;not an integer
2147;kunden_id;not an integer
2147;punkte;must be 1-5
2148;kunden_id;not an integer
2149;kunden_id;not an integer
2150;kunden_id;not an integer
2150;punkte;must be 1-5
2151;kunden_id;not an integer
2151;punkte;must be 1-5
2152;kunden_id;not an integer
2152;punkte;must be 1-5
2153;kunden_id;not an integer
2154;kunden_id;not an integer
2155;kunden_id;not an integer
2155;punkte;must be 1-5
2156;kunden_id;not an integer
2157;kunden_id;not an integer
2157;punkte;must be 1-5
2158;kunden_id;not an integer
2159;kunden_id;not an integer
2159;punkte;must be 1-5
2160;kunden_id;not an integer
2160;punkte;must be 1-5
2161;kunden_id;not an integer
2162;kunden_id;not an integer
2163;kunden_id;not an integer
2163;punkte;must be 1-5
2164;kunden_id;not an integer
2164;punkte;must be 1-5
2165;kunden_id;not an integer
2165;punkte;must be 1-5
2166;kunden_id;not an integer
2166;punkte;must be 1-5
2167;kunden_id;not an integer
2167;punkte;must be 1-5
2168;kunden_id;not an integer
2169;kunden_id;not an integer
2170;kunden_id;not an integer
2170;punkte;must be 1-5
2171;kunden_id;not an integer
2172;kunden_id;not an integer
2173;kunden_id;not an integer
2174;kunden_id;not an integer
2175;kunden_id;not an integer
2176;kunden_id;not an integer
2176;punkte;must be 1-5
2177;kunden_id;not an integer
2178;kunden_id;not an integer
2179;kunden_id;not an integer
2179;punkte;must be 1-5
2180;kunden_id;not an integer
2180;punkte;must be 1-5
2181;kunden_id;not an integer
2181;punkte;must be 1-5
2182;kunden_id;not an integer
2182;punkte;must be 1-5
2183;kunden_id;not an integer
2183;punkte;must be 1-5
2184;kunden_id;not an integer
2184;punkte;must be 1-5
2185;kunden_id;not an integer
2186;kunden_id;not an integer
2186;punkte;must be 1-5
2187;kunden_id;not an integer
2188;kunden_id;not an integer
2188;punkte;must be 1-5
2189;kunden_id;not an integer
2189;punkte;must be 1-5
2190;kunden_id;not an integer
2190;punkte;must be 1-5
2191;kunden_id;not an integer
2191;punkte;must be 1-5
2192;kunden_id;not an integer
2192;punkte;must be 1-5
2193;kunden_id;not an integer
2193;punkte;must be 1-5
2194;kunden_id;not an integer
2194;punkte;must be 1-5
2195;kunden_id;not an integer
2195;punkte;must be 1-5
2196;kunden_id;not an integer
2197;kunden_id;not an integer
2198;kunden_id;not an integer
2198;punkte;must be 1-5
2199;kunden_id;not an integer
2199;punkte;must be 1-5
2200;kunden_id;not an integer
2200;punkte;must be 1-5
2201;kunden_id;not an integer
2202;kunden_id;not an integer
2203;kunden_id;not an integer
2203;punkte;must be 1-5
2204;kunden_id;not an integer
2205;kunden_id;not an integer
2205;punkte;must be 1-5
2206;kunden_id;not an integer
2206;punkte;must be 1-5
2207;kunden_id;not an integer
2207;punkte;must be 1-5
2208;kunden_id;not an integer
2208;punkte;must be 1-5
2209;kunden_id;not an integer
2210;kunden_id;not an integer
2210;punkte;must be 1-5
2211;kunden_id;not an integer
2212;kunden_id;not an integer
2212;punkte;must be 1-5
2213;kunden_id;not an integer
2213;punkte;must be 1-5
2214;kunden_id;not an integer
2215;kunden_id;not an integer
2215;punkte;must be 1-5
2216;kunden_id;not an integer
2216;punkte;must be 1-5
2217;kunden_id;not an integer
2217;punkte;must be 1-5
2218;kunden_id;not an integer
2218;punkte;must be 1-5
2219;kunden_id;not an integer
2219;punkte;must be 1-5
2220;kunden_id;not an integer
2220;punkte;must be 1-5
2221;kunden_id;not an integer
2222;kunden_id;not an integer
2222;punkte;must be 1-5
2223;kunden_id;not an integer
2223;punkte;must be 1-5
2224;kunden_id;not an integer
2225;kunden_id;not an integer
2226;kunden_id;not an integer
2227;kunden_id;not an integer
2227;punkte;must be 1-5
2228;kunden_id;not an integer
2228;punkte;must be 1-5
2229;kunden_id;not an integer
2229;punkte;must be 1-5
2230;kunden_id;not an integer
2230;punkte;must be 1-5
2231;kunden_id;not an integer
2232;kunden_id;not an integer
2233;kunden_id;not an integer
2233;punkte;must be 1-5
2234;kunden_id;not an integer
2235;kunden_id;not an integer
2235;punkte;must be 1-5
2236;kunden_id;not an integer
2236;punkte;must be 1-5
2237;kunden_id;not an integer
2237;punkte;must be 1-5
2238;kunden_id;not an integer
2239;kunden_id;not an integer
2239;punkte;must be 1-5
2240;kunden_id;not an integer
2240;punkte;must be 1-5
2241;kunden_id;not an integer
2241;punkte;must be 1-5
2242;kunden_id;not an integer
2242;punkte;must be 1-5
2243;kunden_id;not an integer
2243;punkte;must be 1-5
2244;kunden_id;not an integer
2244;punkte;must be 1-5
2245;kunden_id;not an integer
2245;punkte;must be 1-5
2246;kunden_id;not an integer
2246;punkte;must be 1-5
2247;kunden_id;not an integer
2247;punkte;must be 1-5
2248;kunden_id;not an integer
2248;punkte;must be 1-5
2249;kunden_id;not an integer
2250;kunden_id;not an integer
2251;kunden_id;not an integer
2251;punkte;must be 1-5
2252;kunden_id;not an integer
2253;kunden_id;not an integer
2253;punkte;must be 1-5
2254;kunden_id;not an integer
2254;punkte;must be 1-5
2255;kunden_id;not an integer
2255;punkte;must be 1-5
2256;kunden_id;not an integer
2256;punkte;must be 1-5
2257;kunden_id;not an integer
2257;punkte;must be 1-5
2258;kunden_id;not an integer
2258;punkte;must be 1-5
2259;kunden_id;not an integer
2260;kunden_id;not an integer
2260;punkte;must be 1-5
2261;kunden_id;not an integer
2261;punkte;must be 1-5
2262;kunden_id;not an integer
2262;punkte;must be 1-5
2263;kunden_id;not an integer
2263;punkte;must be 1-5
2264;kunden_id;not an integer
2265;kunden_id;not an integer
2265;punkte;must be 1-5
2266;kunden_id;not an integer
2266;punkte;must be 1-5
2267;kunden_id;not an integer
2268;kunden_id;not an integer
2269;kunden_id;not an integer
2269;punkte;must be 1-5
2270;kunden_id;not an integer
2271;kunden_id;not an integer
2272;kunden_id;not an integer
2272;punkte;must be 1-5
2273;kunden_id;not an integer
2273;punkte;must be 1-5
2274;kunden_id;not an integer
2275;kunden_id;not an integer
2275;punkte;must be 1-5
2276;kunden_id;not an integer
2277;kunden_id;not an integer
2278;kunden_id;not an integer
2279;kunden_id;not an integer
2280;kunden_id;not an integer
2280;punkte;must be 1-5
2281;kunden_id;not an integer
2282;kunden_id;not an integer
2282;punkte;must be 1-5
2283;kunden_id;not an integer
2284;kunden_id;not an integer
2284;punkte;must be 1-5
2285;kunden_id;not an integer
2286;kunden_id;not an integer
2287;kunden_id;not an integer
2288;kunden_id;not an integer
2288;punkte;must be 1-5
2289;kunden_id;not an integer
2290;kunden_id;not an integer
2290;punkte;must be 1-5
2291;kunden_id;not an integer
2292;kunden_id;not an integer
2293;kunden_id;not an integer
2293;punkte;must be 1-5
2294;punkte;must be 1-5
2295;kunden_id;not an integer
2295;punkte;must be 1-5
2296;punkte;must be 1-5
2297;kunden_id;not found
2297;produktnr;not found
2298;kunden_id;not found
2298;produktnr;not found
2299;kunden_id;not an integer
2299;punkte;must be 1-5
2300;kunden_id;not an integer
2300;punkte;must be 1-5
2301;kunden_id;not an integer
2302;kunden_id;not an integer
2302;punkte;must be 1-5
2303;kunden_id;not an integer
2303;punkte;must be 1-5
2304;kunden_id;not an integer
2305;kunden_id;not an integer
2305;punkte;must be 1-5
2306;kunden_id;not an integer
2307;kunden_id;not an integer
2307;punkte;must be 1-5
2308;kunden_id;not an integer
2308;punkte;must be 1-5
2309;kunden_id;not an integer
2309;punkte;must be 1-5
2310;kunden_id;not an integer
2310;punkte;must be 1-5
2311;kunden_id;not an integer
2311;punkte;must be 1-5
2312;kunden_id;not an integer
2312;punkte;must be 1-5
2313;kunden_id;not an integer
2314;kunden_id;not an integer
2315;kunden_id;not an integer
2316;kunden_id;not an integer
2317;kunden_id;not an integer
2317;punkte;must be 1-5
2318;kunden_id;not an integer
2318;punkte;must be 1-5
2319;kunden_id;not an integer
2319;punkte;must be 1-5
2320;kunden_id;not an integer
2320;punkte;must be 1-5
2321;kunden_id;not an integer
2321;punkte;must be 1-5
2322;kunden_id;not an integer
2322;punkte;must be 1-5
2323;kunden_id;not an integer
2323;punkte;must be 1-5
2324;kunden_id;not an integer
2324;punkte;must be 1-5
2325;kunden_id;not an integer
2325;punkte;must be 1-5
2326;kunden_id;not an integer
2327;kunden_id;not an integer
2327;punkte;must be 1-5
2328;kunden_id;not an integer
2329;kunden_id;not an integer
2330;kunden_id;not an integer
2331;kunden_id;not an integer
2331;punkte;must be 1-5
2332;kunden_id;not an integer
2333;kunden_id;not an integer
2334;kunden_id;not an integer
2335;kunden_id;not an integer
2335;punkte;must be 1-5
2336;kunden_id;not an integer
2336;punkte;must be 1-5
2337;kunden_id;not an integer
2337;punkte;must be 1-5
2338;kunden_id;not an integer
2338;punkte;must be 1-5
2339;kunden_id;not an integer
2339;punkte;must be 1-5
2340;kunden_id;not an integer
2340;punkte;must be 1-5
2341;kunden_id;not an integer
2341;punkte;must be 1-5
2342;kunden_id;not an integer
2342;punkte;must be 1-5
2343;kunden_id;not an integer
2343;punkte;must be 1-5
2344;kunden_id;not an integer
2345;kunden_id;not an integer
2345;punkte;must be 1-5
2346;kunden_id;not an integer
2347;kunden_id;not an integer
2347;punkte;must be 1-5
2348;kunden_id;not an integer
2349;kunden_id;not an integer
2349;punkte;must be 1-5
2350;kunden_id;not an integer
2351;kunden_id;not an integer
2351;punkte;must be 1-5
2352;kunden_id;not an integer
2353;kunden_id;not an integer
2354;kunden_id;not an integer
2355;kunden_id;not an integer
2355;punkte;must be 1-5
2356;kunden_id;not an integer
2357;kunden_id;not an integer
2358;kunden_id;not an integer
2358;punkte;must be 1-5
2359;kunden_id;not an integer
2360;kunden_id;not an integer
2360;punkte;must be 1-5
2361;kunden_id;not an integer
2362;kunden_id;not an integer
2363;kunden_id;not an integer
2363;punkte;must be 1-5
2364;kunden_id;not an integer
2364;punkte;must be 1-5
2365;kunden_id;not an integer
2366;kunden_id;not an integer
2366;punkte;must be 1-5
2367;kunden_id;not an integer
2367;punkte;must be 1-5
2368;kunden_id;not an integer
2368;punkte;must be 1-5
2369;kunden_id;not an integer
2369;punkte;must be 1-5
2370;kunden_id;not an integer
2370;punkte;must be 1-5
2371;kunden_id;not an integer
2371;punkte;must be 1-5
2372;kunden_id;not an integer
2372;punkte;must be 1-5
2373;kunden_id;not an integer
2374;kunden_id;not an integer
2375;kunden_id;not an integer
2376;kunden_id;not an integer
2377;kunden_id;not an integer
2378;kunden_id;not an integer
2378;punkte;must be 1-5
2379;kunden_id;not an integer
2380;kunden_id;not an integer
2380;punkte;must be 1-5
2381;kunden_id;not an integer
2381;punkte;must be 1-5
2382;kunden_id;not an integer
2383;kunden_id;not an integer
2383;punkte;must be 1-5
2384;kunden_id;not an integer
2385;kunden_id;not an integer
2386;kunden_id;not an integer
2386;punkte;must be 1-5
2387;kunden_id;not an integer
2387;punkte;must be 1-5
2388;kunden_id;not an integer
2388;punkte;must be 1-5
2389;kunden_id;not an integer
2389;punkte;must be 1-5
2390;punkte;must be 1-5
2391;kunden_id;not an integer
2391;punkte;must be 1-5
2392;kunden_id;not an integer
2393;kunden_id;not an integer
2394;kunden_id;not an integer
2395;kunden_id;not an integer
2396;kunden_id;not an integer
2397;kunden_id;not an integer
2397;punkte;must be 1-5
2398;kunden_id;not an integer
2399;kunden_id;not an integer
2399;punkte;must be 1-5
2400;punkte;must be 1-5
2401;punkte;must be 1-5
2402;kunden_id;not an integer
2402;punkte;must be 1-5
2403;kunden_id;not an integer
2403;punkte;must be 1-5
2404;kunden_id;not an integer
2405;punkte;must be 1-5
2406;punkte;must be 1-5
2407;kunden_id;not an integer
2408;kunden_id;not an integer
2409;kunden_id;not an integer
2410;kunden_id;not an integer
2411;kunden_id;not an integer
2411;punkte;must be 1-5
2412;kunden_id;not an integer
2412;punkte;must be 1-5
2413;kunden_id;not an integer
2413;punkte;must be 1-5
2414;kunden_id;not an integer
2415;kunden_id;not an integer
2415;punkte;must be 1-5
2416;kunden_id;not an integer
2417;kunden_id;not an integer
2418;kunden_id;not an integer
2418;punkte;must be 1-5
2419;kunden_id;not an integer
2420;kunden_id;not an integer
2421;kunden_id;not an integer
2422;kunden_id;not an integer
2422;punkte;must be 1-5
2423;kunden_id;not an integer
2423;punkte;must be 1-5
2424;kunden_id;not an integer
2424;punkte;must be 1-5
2425;kunden_id;not an integer
2425;punkte;must be 1-5
2426;kunden_id;not an integer
2427;kunden_id;not an integer
2427;punkte;must be 1-5
2428;kunden_id;not an integer
2428;punkte;must be 1-5
2429;kunden_id;not an integer
2429;punkte;must be 1-5
2430;kunden_id;not an integer
2431;kunden_id;not an integer
2432;kunden_id;not an integer
2433;kunden_id;not an integer
2434;kunden_id;not an integer
2434;punkte;must be 1-5
2435;kunden_id;not an integer
2435;punkte;must be 1-5
2436;kunden_id;not an integer
